Sub-SN,Part Number,Station1 Measurement,Station2 Measurement,Station3 Measurement,Station4 Measurement,Station5 Measurement,Station6 Measurement,Station7 Measurement,Station8 Measurement,Station9 Measurement,Station10 Measurement
SBN00000991,PCB0001,8.641,10.025,10.228,9.316,10.562,10.912,9.94,10.058,9.091,10.004
SBN00000992,PCB0002,9.925,10.451,10.043,10.198,10.234,9.419,9.613,9.929,10.364,10.108
SBN00000993,PCB0002,9.679,9.922,9.687,9.666,9.889,10.511,9.715,10.831,10.359,10.367
SBN00000994,PCB0002,10.025,9.11,9.539,10.209,9.662,9.443,9.922,10.565,10.702,9.152
SBN00000995,PCB0003,9.648,9.727,10.253,9.644,11.263,9.969,10.372,9.669,9.069,10.285
SBN00000996,PCB0003,9.433,9.317,10.044,9.651,10.245,9.4,9.645,10.358,9.463,9.135
SBN00000997,PCB0003,9.828,10.62,9.487,9.373,9.808,10.116,10.007,10.654,9.714,10.039
SBN00000998,PCB0001,9.493,10.959,9.794,9.986,10.085,10.852,10.049,9.738,9.872,10.201
SBN00000999,PCB0002,9.664,10.184,11.018,9.152,9.801,9.664,9.858,10.609,10.178,10.09
SBN00001000,PCB0002,9.606,10.198,9.929,10.514,10.441,9.9,9.521,9.573,9.888,10.558
SBN00001001,PCB0002,10.475,9.076,8.793,9.871,9.651,9.635,9.932,9.634,10.126,10.199
SBN00001002,PCB0002,9.514,10.361,9.058,10.68,10.173,9.674,9.685,9.762,10.115,10.181
SBN00001003,PCB0002,9.267,9.722,9.791,9.851,9.775,10.805,9.554,9.965,10.255,10.475
SBN00001004,PCB0002,9.773,9.446,10.066,9.58,10.392,9.154,11.456,9.802,10.159,10.39
SBN00001005,PCB0003,9.915,10.223,9.127,10.465,10.643,9.455,8.816,9.96,9.658,10.304
SBN00001006,PCB0002,9.705,8.865,9.537,15.432,10.05,10.254,9.708,9.265,9.328,10.692
SBN00001007,PCB0001,10.064,9.154,10.608,9.377,9.498,9.888,11.117,10.148,9.886,9.543
SBN00001008,PCB0001,9.937,9.472,10.149,10.519,10.73,10.569,9.59,9.259,10.434,9.542
SBN00001009,PCB0002,10.222,9.887,10.134,9.7,9.36,10.365,9.838,9.405,9.975,10.454
SBN00001010,PCB0002,10.06,10.48,10.045,9.117,9.917,11.429,9.699,9.444,9.675,9.757
SBN00001011,PCB0001,10.555,9.594,10.204,10.149,10.399,9.677,9.912,9.402,9.646,10.327
SBN00001012,PCB0003,9.668,10.235,11.075,9.886,8.896,9.666,9.386,10.064,9.544,9.845
SBN00001013,PCB0002,10.411,10.449,9.538,9.602,11.418,9.446,9.785,9.842,9.1,10.034
SBN00001014,PCB0003,9.675,10.463,10.51,9.741,9.981,9.834,9.428,8.792,10.721,9.388
SBN00001015,PCB0002,9.476,10.842,10.329,10.482,10.143,10.996,9.11,10.856,9.57,10.298
SBN00001016,PCB0003,10.093,10.019,10.417,11.014,10.809,11.312,9.443,10.071,10.132,9.382
SBN00001017,PCB0001,9.986,9.707,8.998,9.473,9.886,9.51,9.916,10.808,10.153,9.663
SBN00001018,PCB0003,9.668,9.5,9.946,10.431,9.818,10.994,10.067,10.343,10.157,9.685
SBN00001019,PCB0002,10.912,10.372,9.717,10.065,10.752,9.915,8.874,10.297,9.856,9.856
SBN00001020,PCB0001,9.55,10.529,10.142,10.266,9.683,10.295,10.318,9.898,10.324,10.305
SBN00001021,PCB0003,10.112,9.33,10.748,10.418,9.636,10.403,10.8,10.088,10.446,10.006
SBN00001022,PCB0003,10.305,8.991,9.913,9.486,9.265,10.482,9.859,9.643,10.716,10.413
SBN00001023,PCB0003,9.598,9.299,9.857,9.559,9.593,11.996,9.578,10.587,9.943,9.551
SBN00001024,PCB0001,9.993,10.481,10.533,9.515,10.718,10.238,10.206,10.482,10.711,9.996
SBN00001025,PCB0001,10.037,10.807,9.209,10.522,9.354,10.203,9.773,9.943,9.057,10.06
SBN00001026,PCB0002,10.067,10.073,10.531,10.174,9.579,10.03,9.104,9.699,10.263,10.617
SBN00001027,PCB0002,9.607,10.452,9.483,14.923,9.63,10.598,10.436,9.859,10.25,9.766
SBN00001028,PCB0001,9.769,10.93,9.848,9.743,10.238,10.209,10.265,9.813,10.516,9.567
SBN00001029,PCB0002,10.676,10.521,10.777,10.577,10.228,10.082,10.379,9.801,10.414,10.45
SBN00001030,PCB0003,10.532,9.779,10.283,10.234,10.544,11.025,10.547,9.403,9.63,10.503
SBN00001031,PCB0003,9.779,10.18,9.811,10.114,10.182,9.765,9.468,10.308,10.47,9.849
SBN00001032,PCB0003,10.762,10.949,9.271,9.307,9.742,9.552,10.476,10.225,9.596,9.196
SBN00001033,PCB0002,9.922,10.399,9.417,10.483,10.38,9.933,10.335,10.355,10.236,10.487
SBN00001034,PCB0002,9.534,9.515,10.043,10.162,9.718,10.323,9.645,10.08,9.819,9.558
SBN00001035,PCB0002,9.717,9.221,10.18,10.539,9.067,9.864,9.411,10.246,9.493,10.557
SBN00001036,PCB0001,10.436,10.331,8.914,9.68,10.16,9.833,9.872,10.678,10.363,10.457
SBN00001037,PCB0003,11.274,10.32,9.34,10.005,10.159,9.136,9.818,10.654,9.394,9.269
SBN00001038,PCB0001,10.07,11.415,9.835,10.055,10.449,9.667,9.591,10.717,10.327,9.818
SBN00001039,PCB0002,10.822,10.231,10.553,10.171,10.479,10.187,10.327,9.406,9.658,9.891
SBN00001040,PCB0002,9.761,11.201,9.909,14.047,9.342,10.024,9.63,10.315,9.45,10.369
SBN00001041,PCB0002,10.987,10.842,10.397,9.251,9.551,10.896,9.479,10.113,9.457,9.533
SBN00001042,PCB0002,10.645,10.088,9.181,10.237,9.944,9.882,10.372,9.333,10.165,9.136
SBN00001043,PCB0002,10.105,9.8,10.648,9.652,10.019,10.034,9.598,9.57,10.541,10.208
SBN00001044,PCB0001,11.073,9.377,10.324,15.46,9.945,9.249,10.002,9.566,10.372,10.085
SBN00001045,PCB0002,10.178,9.939,10.118,9.113,10.011,9.822,9.819,10.373,10.549,10.584
SBN00001046,PCB0003,9.486,9.919,10.412,10.127,9.636,9.532,10.123,10.182,9.775,9.634
SBN00001047,PCB0002,10.155,10.006,9.403,10.065,10.565,9.242,10.487,10.346,10.299,10.642
SBN00001048,PCB0003,10.86,9.803,9.278,9.845,9.597,10.439,9.535,10.375,10.507,9.387
SBN00001049,PCB0002,10.26,9.944,11.445,10.458,9.37,10.019,9.597,8.88,10.593,10.002
SBN00001050,PCB0002,9.774,10.054,9.521,10.203,10.466,10.503,9.396,10.327,10.148,9.893
SBN00001051,PCB0003,9.582,9.1,10.106,11.118,10.544,9.319,9.865,11.021,11.011,10.169
SBN00001052,PCB0002,10.517,9.893,10.174,9.921,10.255,10.205,10.906,8.997,10.677,9.304
SBN00001053,PCB0001,10.739,9.45,9.823,9.769,10.057,9.431,10.005,9.873,10.406,10.464
SBN00001054,PCB0001,10.943,9.517,10.874,14.067,10.341,9.316,10.164,10.113,10.028,10.352
SBN00001055,PCB0002,10.033,10.388,9.794,9.894,10.278,9.499,10.608,10.436,9.244,8.769
SBN00001056,PCB0001,10.053,10.588,9.024,9.672,9.313,9.349,9.677,9.314,10.666,10.198
SBN00001057,PCB0001,10.007,10.011,10.805,10.295,9.559,9.675,10.695,9.005,10.143,9.984
SBN00001058,PCB0001,9.691,9.756,11.02,9.871,10.037,10.673,10.342,10.385,9.869,9.809
SBN00001059,PCB0001,10.356,10.047,11.006,10.107,9.851,10.419,9.763,10.123,9.842,10.909
SBN00001060,PCB0001,11.523,8.835,9.681,9.807,10.939,10.076,9.331,9.488,10.433,10.387
SBN00001061,PCB0001,9.618,9.723,9.734,10.029,9.334,9.689,10.026,9.918,10.811,10.145
SBN00001062,PCB0002,10.069,10.105,10.485,9.948,10.469,10.78,10.263,10.978,10.117,11.083
SBN00001063,PCB0003,10.517,10.232,9.871,10.633,10.191,10.356,9.106,10.611,9.753,10.416
SBN00001064,PCB0003,9.781,10.138,9.939,10.079,9.882,10.331,10.709,9.99,9.631,9.922
SBN00001065,PCB0003,9.738,10.681,9.77,9.623,10.575,10.138,10.616,10.193,9.613,9.707
SBN00001066,PCB0002,9.628,10.726,9.635,10.159,9.865,9.851,9.27,10.458,10.273,9.432
SBN00001067,PCB0003,9.452,9.224,9.555,10.308,10.563,9.898,10.684,10.118,9.514,10.102
SBN00001068,PCB0001,9.946,8.797,9.747,9.446,9.937,9.842,10.38,9.813,9.112,9.698
SBN00001069,PCB0001,8.908,9.921,10.607,10.025,10.692,11.063,9.884,10.337,10.604,10.655
SBN00001070,PCB0003,9.832,10.152,10.136,9.44,9.248,8.871,10.086,9.696,9.795,9.877
SBN00001071,PCB0003,9.177,10.187,10.178,10.451,9.584,10.083,9.577,10.128,9.973,10.4
SBN00001072,PCB0001,9.648,10.539,10.933,10.285,10.189,10.234,10.087,10.054,9.167,8.487
SBN00001073,PCB0001,10.269,10.327,9.68,9.404,9.739,10.387,10.471,10.092,9.14,9.363
SBN00001074,PCB0001,10.446,9.514,9.443,10.367,10.158,9.863,10.001,10.128,10.529,10.112
SBN00001075,PCB0003,9.761,9.719,9.86,10.336,10.206,10.152,10.634,10.066,9.601,11.198
SBN00001076,PCB0003,9.347,10.65,10.891,10.56,9.609,10.296,10.16,10.247,10.429,10.326
SBN00001077,PCB0003,8.611,9.932,10.152,8.878,10.274,9.134,10.089,10.038,9.996,10.448
SBN00001078,PCB0002,9.708,9.417,9.813,15.026,9.749,10.197,9.55,10.496,9.682,10.286
SBN00001079,PCB0002,9.824,10.768,9.603,9.497,10.208,10.014,10.309,10.153,10.328,10.571
SBN00001080,PCB0001,10.044,9.805,10.603,9.156,10.329,9.485,9.865,10.194,10.118,10.038
SBN00001081,PCB0003,9.892,9.528,10.158,10.045,10.059,10.254,10.263,10.667,10.641,9.919
SBN00001082,PCB0002,10.371,9.861,10.55,9.415,10.252,10.359,9.467,10.188,10.608,10.735
SBN00001083,PCB0002,9.786,10.338,10.031,10.454,9.876,10.065,9.367,9.651,9.598,10.063
SBN00001084,PCB0003,8.869,9.581,9.336,10.937,10.944,10.106,9.823,10.191,10.121,9.974
SBN00001085,PCB0003,8.996,10.874,10.108,9.906,9.311,10.181,9.981,10.385,10.662,10.217
SBN00001086,PCB0002,9.461,9.917,9.633,11.026,10.388,9.825,9.735,9.654,9.717,10.752
SBN00001087,PCB0001,11.061,9.457,10.91,10.317,10.393,9.71,10.382,10.789,10.305,9.926
SBN00001088,PCB0002,9.608,9.929,10.324,14.626,9.557,10.269,9.345,8.953,9.69,10.332
SBN00001089,PCB0003,10.678,9.84,9.791,10.001,9.559,9.065,10.525,10.032,10.301,9.807
SBN00001090,PCB0003,8.936,10.261,10.664,9.735,10.775,10.594,9.941,9.739,10.227,10.259
SBN00001091,PCB0002,9.865,9.84,10.04,9.873,11.293,9.064,10.987,10.469,10.091,10.337
SBN00001092,PCB0001,10.557,9.631,9.876,14.625,10.661,11.026,9.566,9.883,9.221,10.816
SBN00001093,PCB0001,10.949,10.006,9.878,10.082,9.823,10.587,10.399,9.174,9.942,9.599
SBN00001094,PCB0003,9.612,9.206,10.495,10.101,9.693,10.187,9.243,10.65,10.251,10.729
SBN00001095,PCB0001,10.203,10.22,10.638,9.796,9.986,10.044,9.613,9.979,9.111,10.102
SBN00001096,PCB0002,10.107,10.168,10.252,9.794,10.055,9.702,9.804,10.396,9.937,9.431
SBN00001097,PCB0002,10.336,10.009,9.969,9.467,10.572,9.637,9.432,10.13,9.429,9.938
SBN00001098,PCB0002,8.503,10.512,10.606,14.485,9.489,9.458,10.221,9.837,10.185,9.958
SBN00001099,PCB0003,9.66,9.425,10.761,9.236,9.359,9.627,10.203,10.37,9.626,10.318
SBN00001100,PCB0001,9.853,9.51,10.41,10.041,10.921,9.842,10.853,10.508,10.012,9.556
SBN00001101,PCB0001,9.289,10.433,10.081,11.448,9.957,10.22,9.953,10.292,10.076,10.178
SBN00001102,PCB0002,9.985,9.92,9.372,10.303,9.409,9.999,9.622,10.673,9.816,9.551
SBN00001103,PCB0002,10.207,10.274,10.023,9.673,9.62,10.146,9.486,9.56,11.139,10.01
SBN00001104,PCB0003,10.429,9.875,10.634,10.055,10.024,9.862,9.106,9.131,8.767,10.422
SBN00001105,PCB0003,9.71,10.175,10.617,15.309,9.543,10.347,9.701,9.326,10.156,10.181
SBN00001106,PCB0001,10.06,9.409,10.754,10.214,9.914,10.106,9.557,9.677,10.159,10.062
SBN00001107,PCB0003,9.755,10.261,8.937,10.305,9.573,10.463,10.237,9.524,10.791,10.452
SBN00001108,PCB0002,10.472,10.098,10.036,10.05,9.951,10.203,9.832,9.795,10.061,9.534
SBN00001109,PCB0001,10.417,10.503,10.63,9.868,10.096,10.465,10.911,10.59,10.515,10.105
SBN00001110,PCB0002,9.875,10.22,10.359,10.127,9.839,9.661,9.186,10.094,10.232,9.361
SBN00001111,PCB0002,9.828,9.416,10.209,9.291,9.116,9.368,10.281,9.952,9.293,9.105
SBN00001112,PCB0001,9.966,9.893,10.363,9.804,10.621,10.033,9.686,10.071,10.518,9.806
SBN00001113,PCB0002,9.728,9.379,9.633,9.477,10.345,9.411,9.887,9.66,9.267,10.973
SBN00001114,PCB0003,9.234,9.886,10.912,10.248,10.739,10.172,9.678,9.439,10.57,9.357
SBN00001115,PCB0003,10.257,10.232,10.694,9.737,9.197,10.101,9.172,9.616,10.021,9.826
SBN00001116,PCB0003,10.029,10.545,10.233,9.992,9.515,9.97,10.589,11.47,10.687,10.07
SBN00001117,PCB0002,10.238,9.885,10.162,10.095,9.246,10.606,10.022,9.982,10.039,11.032
SBN00001118,PCB0001,9.788,9.979,9.847,9.177,9.656,9.555,10.916,10.391,10.213,10.514
SBN00001119,PCB0001,9.103,10.521,8.856,10.144,10.798,10.799,9.515,10.106,10.555,10.635
SBN00001120,PCB0002,10.827,10.37,10.123,10.365,10.615,10.13,10.343,9.842,9.255,9.718
SBN00001121,PCB0001,10.389,9.78,9.033,10.7,9.786,10.411,9.882,9.78,9.932,9.487
SBN00001122,PCB0001,10.228,10.316,10.459,10.065,9.194,9.935,9.9,9.994,10.901,9.349
SBN00001123,PCB0003,10.124,9.453,9.963,9.687,9.178,10.165,9.311,10.033,9.388,10.932
SBN00001124,PCB0002,10.288,9.628,8.849,15.052,9.4,10.138,10.1,9.343,9.867,9.691
SBN00001125,PCB0002,10.362,10.698,10.416,10.743,10.524,8.883,11.001,9.753,10.486,10.349
SBN00001126,PCB0002,10.409,10.097,9.814,9.324,9.739,10.264,10.781,10.191,10.525,9.745
SBN00001127,PCB0001,10.471,10.53,10.175,9.987,10.193,10.149,9.93,9.526,10.025,10.381
SBN00001128,PCB0003,9.754,10.084,10.403,11.095,10.148,10.654,9.842,9.268,10.884,10.525
SBN00001129,PCB0003,10.254,9.468,10.587,9.415,10.185,10.002,10.657,10.416,9.928,10.254
SBN00001130,PCB0001,9.887,9.027,8.596,9.54,10.881,9.545,9.32,10.967,10.217,9.588
SBN00001131,PCB0002,10.409,9.61,9.549,10.235,9.038,9.808,9.777,9.539,9.375,9.857
SBN00001132,PCB0002,10.075,10.627,10.866,10.799,10.107,10.264,10.024,9.717,10.83,9.596
SBN00001133,PCB0002,9.431,10.092,9.984,10.515,10.704,10.37,9.787,10.485,10.055,9.777
SBN00001134,PCB0002,10.763,9.533,9.685,9.447,10.6,9.337,9.225,9.582,10.195,10.364
SBN00001135,PCB0002,9.729,9.567,9.647,10.755,9.564,8.939,9.858,9.729,10.093,10.346
SBN00001136,PCB0003,10.109,9.898,10.132,9.699,10.643,10.309,10.084,9.29,9.82,9.952
SBN00001137,PCB0002,9.189,9.782,10.122,9.72,10.463,10.059,10.299,10.056,9.059,10.488
SBN00001138,PCB0003,9.303,10.202,9.461,15.13,10.4,9.689,10.103,9.335,9.3,9.688
SBN00001139,PCB0002,9.564,9.879,10.76,10.182,11.027,10.392,10.048,9.781,10.179,8.939
SBN00001140,PCB0001,10.014,10.089,10.128,10.234,9.916,10.844,10.292,10.481,9.562,9.584
SBN00001141,PCB0001,10.356,10.989,9.94,10.209,9.409,9.762,9.439,9.346,10.819,9.976
SBN00001142,PCB0002,10.05,9.491,9.616,10.006,9.863,9.498,10.461,9.608,9.797,9.865
SBN00001143,PCB0002,10.876,10.096,9.749,10.165,10.755,10.271,9.984,9.719,9.45,9.361
SBN00001144,PCB0001,10.188,10.165,10.261,10.399,10.091,9.751,10.664,10.326,10.256,8.875
SBN00001145,PCB0001,9.84,9.282,9.855,10.434,10.789,10.626,10.145,9.467,10.272,9.525
SBN00001146,PCB0003,9.451,10.531,9.787,9.32,9.889,11.268,10.251,9.022,9.802,9.741
SBN00001147,PCB0003,11.121,10.135,9.045,10.244,10.219,10.546,10.3,9.493,10.397,10.068
SBN00001148,PCB0003,9.598,10.839,9.312,14.548,9.55,10.245,9.472,9.764,10.01,8.928
SBN00001149,PCB0003,9.035,10.144,9.883,15.331,10.801,9.828,10.258,10.402,10.827,9.842
SBN00001150,PCB0003,10.292,9.31,9.592,10.801,9.71,10.011,10.339,9.327,9.448,9.973
SBN00001151,PCB0002,9.824,10.123,10.467,15.021,9.704,9.475,10.658,8.687,10.822,10.829
SBN00001152,PCB0003,10.784,10.089,9.743,9.687,9.84,10.285,10.136,10.034,10.252,10.546
SBN00001153,PCB0001,11.199,10.25,9.772,10.768,10.042,10.535,10.246,10.777,10.779,10.949
SBN00001154,PCB0002,9.817,9.934,10.181,9.245,9.866,10.187,10.277,10.147,9.679,10.761
SBN00001155,PCB0003,9.32,10.11,10.573,10.358,10.615,10.619,9.745,10.865,9.327,10.137
SBN00001156,PCB0002,10.267,9.93,10.296,15.547,9.591,10.498,9.071,10.077,10.625,9.741
SBN00001157,PCB0003,10.61,9.854,10.414,9.492,10.16,9.97,9.527,9.553,10.584,9.728
SBN00001158,PCB0003,9.632,9.065,10.469,9.465,10.482,10.645,9.673,9.914,10.23,10.734
SBN00001159,PCB0001,9.149,9.275,10.267,9.807,9.718,10.983,9.916,9.568,10.162,10.486
SBN00001160,PCB0003,10.566,10.567,9.475,9.945,9.667,9.947,10.306,9.391,9.543,9.559
SBN00001161,PCB0001,9.759,9.982,9.724,9.103,10.64,9.89,10.336,10.052,9.921,10.572
SBN00001162,PCB0002,10.449,10.995,9.752,9.698,9.583,10.225,9.411,10.238,10.014,10.615
SBN00001163,PCB0001,10.113,9.941,10.221,10.284,9.751,10.101,9.896,9.957,9.918,9.48
SBN00001164,PCB0001,9.788,9.847,9.729,9.992,9.806,9.624,9.185,9.858,10.115,10.238
SBN00001165,PCB0001,10.137,9.554,10.48,10.259,10.641,9.912,10.183,10.535,10.071,9.724
SBN00001166,PCB0002,10.478,10.582,9.943,10.158,9.828,8.792,10.374,9.85,9.978,9.822
SBN00001167,PCB0001,9.771,9.175,10.288,9.924,11.141,10.811,11.035,9.69,10.143,10.252
SBN00001168,PCB0002,10.054,9.783,10.173,15.207,10.58,9.924,10.594,9.766,10.777,11.041
SBN00001169,PCB0003,10.001,9.901,10.879,10.705,10.263,10.388,9.524,9.358,10.658,9.955
SBN00001170,PCB0002,9.957,9.708,10.794,14.408,9.343,10.009,10.362,10.526,10.222,9.152
SBN00001171,PCB0003,11.053,11.406,10.073,9.345,10.328,10.492,9.831,9.617,9.886,10.353
SBN00001172,PCB0003,10.384,9.725,10.278,15.368,9.315,10.37,9.546,9.878,10.237,10.517
SBN00001173,PCB0002,10.57,10.535,10.257,10.38,9.283,9.98,10.538,10.287,10.644,9.997
SBN00001174,PCB0001,10.481,10.557,9.552,10.362,10.165,9.687,10.235,10.799,9.566,10.219
SBN00001175,PCB0002,10.059,9.152,10.414,9.987,10.168,10.879,10.053,9.575,9.405,9.694
SBN00001176,PCB0003,9.852,10.357,10.8,9.408,9.976,10.432,10.141,9.92,10.865,10.478
SBN00001177,PCB0002,10.526,10.596,10.064,9.18,9.766,10.431,9.493,10.727,9.459,9.716
SBN00001178,PCB0003,9.529,9.336,9.989,10.185,10.007,9.217,10.207,9.431,9.323,9.767
SBN00001179,PCB0001,9.337,9.929,9.581,10.079,10.516,10.42,9.969,10.58,10.864,10.475
SBN00001180,PCB0001,10.135,9.775,9.674,10.382,9.716,9.366,9.966,10.867,9.908,9.803
SBN00001181,PCB0001,9.509,9.889,10.474,9.146,9.926,9.413,10.907,10.56,10.772,10.195
SBN00001182,PCB0002,10.875,9.915,9.213,9.973,9.527,10.215,9.742,10.402,10.12,10.438
SBN00001183,PCB0002,9.726,9.797,10.026,9.363,10.962,10.257,9.053,9.09,9.706,9.978
SBN00001184,PCB0002,10.214,9.869,9.909,10.311,10.08,9.827,9.614,10.107,10.171,10.587
SBN00001185,PCB0001,10.544,10.09,9.233,9.42,10.751,9.93,10.474,9.894,9.761,9.651
SBN00001186,PCB0003,10.228,9.872,8.728,10.19,9.673,9.676,10.051,9.817,9.813,9.596
SBN00001187,PCB0003,9.571,10.544,9.57,9.714,10.567,9.694,9.77,9.611,10.297,9.499
SBN00001188,PCB0002,9.78,10.906,10.258,10.133,9.992,9.873,9.222,9.699,9.736,9.958
SBN00001189,PCB0002,9.798,9.967,10.556,9.875,9.173,9.032,10.89,9.767,9.307,9.555
SBN00001190,PCB0002,9.84,9.549,10.772,9.77,9.858,10.638,9.924,10.093,10.066,8.904
SBN00001191,PCB0002,10.53,10.493,10.314,9.393,9.858,9.93,10.402,10.025,10.272,11.108
SBN00001192,PCB0001,9.477,9.766,10.316,9.357,9.715,9.719,10.784,9.195,11.124,9.82
SBN00001193,PCB0003,10.513,9.93,10.465,9.893,10.643,9.779,9.094,9.128,9.824,9.2
SBN00001194,PCB0001,10.173,9.853,10.05,10.082,9.433,9.578,9.464,11.101,9.153,9.684
SBN00001195,PCB0001,10.615,9.113,9.299,10.591,10.329,9.992,9.64,10.546,9.648,9.461
SBN00001196,PCB0001,10.025,9.683,9.508,10.681,10.568,10.624,9.35,10.387,9.963,10.132
SBN00001197,PCB0001,9.014,9.034,9.883,9.779,10.309,9.455,10.17,10.418,10.058,9.116
SBN00001198,PCB0001,9.933,10.342,10.912,9.925,10.401,11.046,10.446,9.859,9.527,10.077
SBN00001199,PCB0001,10.305,10.307,10.541,9.645,9.668,9.882,9.433,9.755,10.079,10.485
SBN00001200,PCB0003,9.865,10.095,10.153,15.854,10.636,10.472,10.264,10.079,9.743,9.441
SBN00001201,PCB0002,10.322,8.658,9.211,9.969,9.661,9.929,9.518,9.905,9.359,9.547
SBN00001202,PCB0002,9.538,10.474,9.904,9.569,11.191,9.679,10.438,10.29,9.73,9.92
SBN00001203,PCB0002,10.029,9.918,8.955,10.816,9.634,9.79,9.732,10.068,10.057,10.434
SBN00001204,PCB0001,10.818,10.445,10.46,9.759,10.084,10.572,9.757,9.18,10.096,10.079
SBN00001205,PCB0002,10.014,9.88,9.989,10.026,9.923,9.752,10.081,10.309,9.689,9.8
SBN00001206,PCB0001,9.503,9.842,9.015,10.045,9.853,9.953,9.241,9.52,9.733,10.905
SBN00001207,PCB0001,10.036,9.668,10.651,9.062,10.047,9.354,10.207,9.223,10.718,10.254
SBN00001208,PCB0003,10.052,9.791,9.955,10.02,10.007,9.658,10.1,9.571,9.513,9.183
SBN00001209,PCB0002,9.611,10.5,10.452,9.878,10.086,8.608,9.22,10.136,10.363,10.514
SBN00001210,PCB0002,9.836,9.708,10.165,10.196,9.445,9.884,9.087,10.755,9.828,9.638
SBN00001211,PCB0001,9.712,9.753,10.981,14.48,10.039,10.347,8.889,10.477,9.51,10.709
SBN00001212,PCB0003,9.587,9.866,9.806,9.798,8.825,9.835,9.196,9.679,9.108,10.218
SBN00001213,PCB0001,10.095,10.246,9.67,10.141,9.696,10.706,10.083,10.202,10.161,9.635
SBN00001214,PCB0003,10.162,9.444,10.056,9.877,9.689,9.785,9.772,10.69,9.786,10.816
SBN00001215,PCB0002,9.257,10.103,10.01,9.775,10.896,9.797,9.458,10.254,10.402,9.801
SBN00001216,PCB0001,10.566,10.523,9.775,9.921,9.494,9.211,9.445,10.253,10.424,10.303
SBN00001217,PCB0001,9.736,10.618,11.442,9.684,9.613,10.622,10.622,9.742,9.413,9.964
SBN00001218,PCB0002,11.071,9.962,9.601,9.067,10.055,9.309,10.762,10.14,10.547,9.68
SBN00001219,PCB0003,10.433,9.516,9.984,10.199,9.954,8.368,9.671,9.774,10.473,10.029
SBN00001220,PCB0001,10.017,9.64,10.05,9.295,9.71,9.559,9.765,10.604,10.16,9.341
SBN00001221,PCB0003,10.823,10.97,9.999,9.969,10.316,9.2,9.984,10.249,10.597,10.333
SBN00001222,PCB0003,11.447,9.974,10.453,10.732,10.512,9.784,10.067,11.016,10.297,9.264
SBN00001223,PCB0001,10.053,9.817,9.603,10.717,9.73,10.84,9.863,9.874,10.87,9.648
SBN00001224,PCB0003,10.912,10.156,9.706,9.17,10.093,11.161,9.777,10.549,10.041,10.086
SBN00001225,PCB0002,9.506,9.143,8.968,10.369,10.122,9.945,9.489,10.607,10.409,9.691
SBN00001226,PCB0003,10.129,9.659,10.436,9.782,9.812,9.664,10.471,10.401,9.51,9.787
SBN00001227,PCB0002,10.277,10.207,10.385,10.562,10.252,10.355,9.537,11.003,9.879,9.691
SBN00001228,PCB0003,10.112,9.675,10.414,10.114,9.531,9.945,9.935,9.525,9.085,9.391
SBN00001229,PCB0003,9.202,9.657,10.264,15.151,10.013,10.192,9.778,9.69,9.688,9.892
SBN00001230,PCB0002,10.026,10.175,9.695,9.944,10.372,9.204,10.395,9.925,9.643,9.319
SBN00001231,PCB0003,9.332,9.877,10.875,10.414,10.199,10.58,8.989,8.89,10.024,9.621
SBN00001232,PCB0003,10.394,10.527,10.586,10.011,10.992,8.805,10.374,10.287,11.702,9.993
SBN00001233,PCB0003,10.176,10.373,9.888,9.527,11.526,9.529,11.47,10.558,10.067,10.381
SBN00001234,PCB0003,10.094,11.003,10.095,15.78,10.655,9.286,10.097,9.673,9.625,9.45
SBN00001235,PCB0003,10.0,10.307,10.514,10.156,9.333,9.664,9.815,9.381,9.594,9.945
SBN00001236,PCB0003,10.299,10.126,8.634,9.652,10.124,9.306,10.738,10.486,10.214,9.383
SBN00001237,PCB0003,8.699,9.999,9.818,10.394,9.615,9.632,9.029,9.889,10.107,10.291
SBN00001238,PCB0002,9.794,10.184,9.656,9.99,10.134,9.273,9.838,9.716,10.731,11.363
SBN00001239,PCB0001,10.463,10.317,10.264,14.745,10.205,10.01,10.032,9.977,10.737,9.768
SBN00001240,PCB0003,10.297,10.064,9.374,10.006,9.478,10.429,9.957,11.283,8.837,8.712
SBN00001241,PCB0003,10.912,10.216,10.094,10.924,11.01,9.854,10.216,10.131,10.476,9.92
SBN00001242,PCB0001,10.477,10.226,9.748,10.584,10.42,10.107,9.653,10.094,8.972,10.133
SBN00001243,PCB0002,11.031,10.608,10.519,10.308,9.831,10.064,10.477,10.261,9.801,11.05
SBN00001244,PCB0001,9.477,10.387,10.543,9.594,10.155,9.456,9.661,9.581,10.965,9.434
SBN00001245,PCB0001,9.625,10.715,10.661,9.749,9.864,9.822,9.121,9.789,9.034,9.27
SBN00001246,PCB0003,9.536,11.092,9.749,9.843,9.571,9.735,9.769,9.537,10.016,9.505
SBN00001247,PCB0003,10.287,9.785,10.405,9.916,9.645,10.31,10.27,9.322,10.0,9.843
SBN00001248,PCB0003,9.97,8.006,9.949,11.18,9.881,10.949,9.675,9.444,10.276,9.841
SBN00001249,PCB0002,9.115,10.679,10.471,10.096,9.935,10.068,10.437,10.464,10.784,10.458
SBN00001250,PCB0003,10.099,11.183,9.445,9.284,10.362,10.181,9.684,10.404,9.464,10.322
SBN00001251,PCB0002,9.039,9.921,11.019,9.429,10.482,10.108,10.48,9.977,9.955,9.681
SBN00001252,PCB0001,9.348,9.826,9.968,10.258,9.451,10.148,10.233,9.645,10.278,9.857
